resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,device_name,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,average_watts,max_watts,weighted_average_watts,device_watts,kilojoules
2,"{'id': 62637210, 'resource_state': 1}",Night Run,3280.6,1386,1386,0.0,Run,Run,,Apple Watch Series 8,16700087703,2025-12-10T03:26:57Z,2025-12-09T22:26:57Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,0,0,1,0,"{'id': 'a16700087703', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],2.367,3.26,True,167.1,191.0,False,True,0.0,0.0,17789856331,17789856331,23DDFBE6-36C7-40BB-B061-8700A08D7D1E.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Night Weight Training,0.0,2422,2422,0.0,WeightTraining,WeightTraining,30.0,Apple Watch Series 8,16699977669,2025-12-10T02:38:28Z,2025-12-09T21:38:28Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,0,0,1,0,"{'id': 'a16699977669', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,107.3,155.0,False,True,0.0,0.0,17789743930,17789743930,D96788BA-E50E-4600-AF06-CDCFBAB8A6EB.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Night Run,3071.6,1220,1220,0.0,Run,Run,,Apple Watch Series 8,16635169655,2025-12-03T04:37:52Z,2025-12-02T23:37:52Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,0,0,1,0,"{'id': 'a16635169655', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],2.518,3.36,True,170.2,184.0,False,True,0.0,0.0,17723961057,17723961057,E0C68D21-BE58-4FAA-A801-25C1E7CCF288.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Evening Workout,0.0,3190,3190,0.0,Workout,Workout,,Apple Watch Series 8,16557400404,2025-11-24T23:17:26Z,2025-11-24T18:17:26Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,0,0,1,0,"{'id': 'a16557400404', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,96.0,134.0,False,True,0.0,0.0,17644820179,17644820179,24881BA5-F3A0-402B-BE8E-909A4E5A503E.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Night Run,1650.6,729,729,0.0,Run,Run,,Apple Watch Series 8,16549050605,2025-11-24T03:02:18Z,2025-11-23T22:02:18Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,0,0,1,0,"{'id': 'a16549050605', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],2.264,3.22,True,162.9,183.0,False,True,0.0,0.0,17636386840,17636386840,5717DD17-5ECF-4CA2-AB71-37FE39F58B58.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Night Weight Training,0.0,3355,3355,0.0,WeightTraining,WeightTraining,30.0,Apple Watch Series 8,16549013370,2025-11-24T02:04:32Z,2025-11-23T21:04:32Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,0,0,1,0,"{'id': 'a16549013370', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,95.5,142.0,False,True,0.0,0.0,17636348350,17636348350,F55C95B8-2C66-44E8-867C-1A553B478FFC.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Afternoon Workout,0.0,3828,3828,0.0,Workout,Workout,,Apple Watch Series 8,16536973765,2025-11-22T19:04:40Z,2025-11-22T14:04:40Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,0,0,1,0,"{'id': 'a16536973765', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,99.0,126.0,False,True,0.0,0.0,17624121888,17624121888,535B33C7-E2C9-439D-A02D-44316E00A76E.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Lunch Workout,0.0,3244,3244,0.0,Workout,Workout,,Apple Watch Series 8,16536256078,2025-11-22T17:10:14Z,2025-11-22T12:10:14Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,0,0,1,0,"{'id': 'a16536256078', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,113.1,181.0,False,True,0.0,0.0,17623400615,17623400615,052EE4DA-DF6F-49E6-97AC-AE2D6E8E6206.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Morning Workout,0.0,3923,3923,0.0,Workout,Workout,,Apple Watch Series 8,16533865341,2025-11-22T13:02:06Z,2025-11-22T08:02:06Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,0,0,1,0,"{'id': 'a16533865341', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,83.2,164.0,False,True,0.0,0.0,17620990306,17620990306,57C611CD-3F63-4983-A453-BEF0D5A6F273.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Evening Workout,0.0,4572,4572,0.0,Workout,Workout,,Apple Watch Series 8,16490057419,2025-11-17T23:04:38Z,2025-11-17T18:04:38Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,1,0,1,0,"{'id': 'a16490057419', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,102.4,179.0,False,True,0.0,0.0,17576743859,17576743859,A3B7B7FC-9F57-4CFD-8834-934E5626F575.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Afternoon Run,5182.1,2043,2043,0.0,Run,Run,,Apple Watch Series 8,16479776693,2025-11-16T20:40:08Z,2025-11-16T15:40:08Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,0,0,1,0,"{'id': 'a16479776693', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],2.537,3.26,True,175.1,195.0,False,True,0.0,0.0,17566403715,17566403715,AF65469D-03F7-4F6B-BF1F-905982F1BD89.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Evening Run,3061.7,1261,1281,0.0,Run,Run,,Apple Watch Series 8,16410177733,2025-11-10T01:12:15Z,2025-11-09T20:12:15Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,0,0,1,0,"{'id': 'a16410177733', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],2.428,3.7,True,177.4,193.0,False,True,0.0,0.0,17496256724,17496256724,A4E8ECD9-B07B-4936-AF45-31B74023F966.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Evening Weight Training,0.0,2875,2875,0.0,WeightTraining,WeightTraining,30.0,Apple Watch Series 8,16410091216,2025-11-10T00:23:14Z,2025-11-09T19:23:14Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,0,0,1,0,"{'id': 'a16410091216', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,96.1,131.0,False,True,0.0,0.0,17496169550,17496169550,28E6F9F5-11D1-462A-B0D3-CE11BA1A1D88.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Evening Workout,0.0,693,693,0.0,Workout,Workout,,Apple Watch Series 8,16409886026,2025-11-10T00:04:31Z,2025-11-09T19:04:31Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,0,0,1,0,"{'id': 'a16409886026', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,95.8,132.0,False,True,0.0,0.0,17495960961,17495960961,10FE150F-B5C4-4B9F-AF9C-F7A3F4EA98D9.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Afternoon Workout,0.0,3135,3135,0.0,Workout,Workout,,Apple Watch Series 8,16336358043,2025-11-02T20:32:37Z,2025-11-02T15:32:37Z,(GMT-05:00) America/Atikokan,-18000.0,,,,0,0,0,1,0,"{'id': 'a16336358043', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,119.8,169.0,False,True,0.0,0.0,17421818480,17421818480,95A58717-165B-453F-ACB2-CE173DF640B2.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Evening Workout,0.0,4255,4255,0.0,Workout,Workout,,Apple Watch Series 8,16276410038,2025-10-27T22:13:16Z,2025-10-27T18:13:16Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,"{'id': 'a16276410038', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,96.0,134.0,False,True,0.0,0.0,17361070324,17361070324,F9C5B930-EB5B-43FB-837D-C86D83FBDB1E.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Lunch Run,8907.7,3594,3605,31.4,Run,Run,,Apple Watch Series 8,16264988293,2025-10-26T16:40:03Z,2025-10-26T12:40:03Z,(GMT-05:00) America/Toronto,-14400.0,,,,3,0,0,1,0,"{'id': 'a16264988293', 'summary_polyline': 'ybijGn~ybNZMTEN?HHCFSHYIVKGH?b@a@bAi@xBG`@B`CHtAG~ABbIB^Ll@@RKx@A\\XfBx@tG|@rGDj@ElB_@tCCJGJ]NIFCPNpBNnARjDd@~CB^?Z@^n@lFZdCPz@PzAZtAj@lBNnALl@\\zBTzBDhB@hCKLUJUPQHc@Ne@Jc@TgEzAqEpAcAd@k@NaA^iAXs@VaD~@q@h@w@x@g@`@I@KCM[?EN\\K_@Hf@?JWf@qBnBcAl@qA\\s@Vi@\\[Lk@Lu@Za@JqFpB[Dk@ReBp@gCt@iBr@w@^yBl@cC~@w@Ry@^wBp@i@VmA^wCnAi@Zm@X[DO?WIIKo@{C_@wC_@_CNl@?Be@eCIw@y@}EUmB]mB_AcGE{@BQ^a@\\M`@YtBk@RCV@FANOHQFe@Ei@e@aDO_BAUJkAC]Ku@DMDCp@Mk@RG@KEIu@UaAKM{@m@KKIYiAsGKqAi@cDS{A?g@FUTe@DM@O?QIWQQSGa@CSGMKOSI[C]@[Js@V}@HeAAeAMmAe@sBu@_B]qAGYIwAGWGKIA{@b@MLE\\UiC@_@H[\\{@RWTG^A\\Cj@?VGlA[hA]VMHILY^aBl@wBVi@\\_@XQb@SnAa@JGfAyB\\i@zBmEl@w@Xi@b@m@l@i@f@YF?JHZ|@Vb@LHXBRGVQzB_Cv@_@d@c@FCJBJTRbALxAAZCC?Cj@xBPb@NPRj@Xj@Nz@NhACLIDXQ', 'resource_state': 2}",False,False,False,False,everyone,False,,"[43.804717, -79.269793]","[43.805982, -79.278133]",2.479,4.0,True,171.2,179.0,False,True,191.2,175.2,17349524188,17349524188,62099443-9257-430D-B6BA-09C83D10EF7D.fit,False,2,0,False,167.6,247.0,168.0,True,602.2
2,"{'id': 62637210, 'resource_state': 1}",Afternoon Swim,1050.0,3135,3135,0.0,Swim,Swim,,Apple Watch Series 8,16254538596,2025-10-25T17:20:26Z,2025-10-25T13:20:26Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,"{'id': 'a16254538596', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.335,0.5,True,153.2,174.0,False,True,0.0,0.0,17338897731,17338897731,4574D1C6-5018-48AC-B3A5-C2AA4683870E.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Evening Workout,0.0,3982,3982,0.0,Workout,Workout,,Apple Watch Series 8,16205919766,2025-10-20T22:14:43Z,2025-10-20T18:14:43Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,1,0,1,0,"{'id': 'a16205919766', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,86.2,127.0,False,True,0.0,0.0,17289930994,17289930994,FC8A1FDF-0A3D-4FC3-8835-308F3ED0F9D8.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Night Run,4227.2,1647,1647,0.0,Run,Run,,Apple Watch Series 8,16186630142,2025-10-19T03:46:57Z,2025-10-18T23:46:57Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,"{'id': 'a16186630142', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],2.567,3.64,True,180.5,192.0,False,True,0.0,0.0,17270489976,17270489976,A52FB82D-2B9C-4E04-AAA1-02B491C1762F.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Night Weight Training,0.0,3320,3320,0.0,WeightTraining,WeightTraining,30.0,Apple Watch Series 8,16186554227,2025-10-19T02:50:07Z,2025-10-18T22:50:07Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,"{'id': 'a16186554227', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,113.1,164.0,False,True,0.0,0.0,17270411665,17270411665,BB23A856-467A-484A-836D-AC6AD372ECAD.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Night Run,5258.6,2050,2050,0.0,Run,Run,,Apple Watch Series 8,16155583318,2025-10-16T02:00:35Z,2025-10-15T22:00:35Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,"{'id': 'a16155583318', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],2.565,3.8,True,179.8,192.0,False,True,0.0,0.0,17239110089,17239110089,3E304CA3-F760-4B3F-9654-9B68255D0843.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Evening Weight Training,0.0,3819,3819,0.0,WeightTraining,WeightTraining,30.0,Apple Watch Series 8,16155433506,2025-10-16T00:54:01Z,2025-10-15T20:54:01Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,"{'id': 'a16155433506', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,98.6,158.0,False,True,0.0,0.0,17238957949,17238957949,3750D939-05F2-475A-801A-1F3B637E5BA8.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Afternoon Swim,900.0,3309,3309,0.0,Swim,Swim,,Apple Watch Series 8,16120749974,2025-10-12T17:18:25Z,2025-10-12T13:18:25Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,"{'id': 'a16120749974', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.272,5.0,True,136.8,166.0,False,True,0.0,0.0,17203947661,17203947661,3CDADFC0-3160-4C9E-804F-7804E25F8431.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Evening Workout,0.0,3919,3919,0.0,Workout,Workout,,Apple Watch Series 8,16057244600,2025-10-06T22:17:33Z,2025-10-06T18:17:33Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,"{'id': 'a16057244600', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,76.6,109.0,False,True,0.0,0.0,17139753229,17139753229,677F56A3-80A5-4DB2-83FD-AFD86833499E.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Evening Weight Training,0.0,2875,2875,0.0,WeightTraining,WeightTraining,30.0,Apple Watch Series 8,16046887554,2025-10-05T22:06:48Z,2025-10-05T18:06:48Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,"{'id': 'a16046887554', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,84.1,131.0,False,True,0.0,0.0,17129288920,17129288920,13D0B998-8AD5-4BDC-A50E-4F3242EB852E.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Afternoon Workout,0.0,2318,2318,0.0,Workout,Workout,,Apple Watch Series 8,16046581854,2025-10-05T21:21:01Z,2025-10-05T17:21:01Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,"{'id': 'a16046581854', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,101.2,126.0,False,True,0.0,0.0,17128975685,17128975685,FFC6E8E7-D781-4074-9F27-97460AC0E8A2.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Evening Weight Training,0.0,7782,7782,0.0,WeightTraining,WeightTraining,30.0,Apple Watch Series 8,15882496420,2025-09-20T23:34:33Z,2025-09-20T19:34:33Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,"{'id': 'a15882496420', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,104.6,157.0,False,True,0.0,0.0,16961650496,16961650496,2B7F79BB-CF9B-44E6-95CA-47A42ABCCDF1.fit,False,0,0,False,,,,,
2,"{'id': 62637210, 'resource_state': 1}",Afternoon Run,2065.9,858,962,45.2,Run,Run,,Apple Watch Series 8,15880427535,2025-09-20T19:53:21Z,2025-09-20T15:53:21Z,(GMT-05:00) America/Toronto,-14400.0,,,,1,1,0,1,0,"{'id': 'a15880427535', 'summary_polyline': 'w}jhG~snjN\\A`B_@h@Ct@MfBGfAUd@Gd@AtADZCZE`AW`@GrBg@nCc@fAIrBa@xAK^BTGb@STAf@Mf@Cd@@d@Cd@Ot@Mp@Qv@[pAG\\?VIf@?ZC`@MVFf@WXCVGPAdA]hAM^KZ?h@IL?TMd@Ob@G|A]pAk@hAG', 'resource_state': 2}",False,False,False,False,everyone,False,,"[43.479663, -80.525713]","[43.462535, -80.523528]",2.408,4.348,True,165.2,183.0,False,True,342.2,325.2,16959512497,16959512497,3324E061-8996-4CD9-839E-DE1983DADB1F.fit,False,0,0,False,160.4,346.0,150.0,True,137.6
2,"{'id': 62637210, 'resource_state': 1}",Night Weight Training,0.0,2838,2838,0.0,WeightTraining,WeightTraining,30.0,Apple Watch Series 8,15860856948,2025-09-19T02:17:08Z,2025-09-18T22:17:08Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,"{'id': 'a15860856948', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,97.5,140.0,False,True,0.0,0.0,16939398967,16939398967,1910C505-2C23-48F8-BF7D-E1F16F8BB547.fit,False,0,0,False,,,,,
