activity_id,time_offset,heartrate,watts
16850448604,1070,164,
16850448604,1073,163,
16850448604,1080,159,
16850448604,1085,159,
16850448604,1091,158,
16850448604,1093,156,
16850448604,1101,154,
16850448604,1106,155,
16850448604,1108,155,
16850448604,1112,153,
16850448604,1121,150,
16850448604,1126,150,
16850448604,1131,149,
16850448604,1132,149,
16850448604,1138,149,
16850448604,1143,147,
16850448604,1150,146,
16850448604,1155,149,
16850448604,1160,150,
16850448604,1166,151,
16850448604,1169,152,
16850448604,1176,150,
16850448604,1177,150,
16850448604,1182,151,
16850448604,1189,146,
16850448604,1196,142,
16850448604,1200,143,
16850448604,1203,143,
16850448604,1208,145,
16850448604,1214,147,
16850448604,1218,144,
16850448604,1223,144,
16850448604,1228,149,
16850448604,1235,156,
16850448604,1239,157,
16850448604,1242,158,
16850448604,1248,161,
16850448604,1252,161,
16850448604,1260,164,
16850448604,1265,166,
16850448604,1267,166,
16850448604,1273,170,
16850448604,1280,174,
16850448604,1283,176,
16850448604,1288,177,
16850448604,1296,173,
16850448604,1301,173,
16850448604,1305,173,
16850448604,1307,173,
16850448604,1316,173,
16850448604,1317,173,
16850448604,1323,172,
16850448604,1331,168,
16850448604,1333,167,
16850448604,1340,164,
16850448604,1346,163,
16850448604,1351,161,
16850448604,1352,161,
16850448604,1358,159,
16850448604,1363,159,
16850448604,1367,157,
16850448604,1518,139,
16850448604,1526,131,
16850448604,1531,126,
16850448604,1535,124,
16850448604,1539,125,
16850448604,1545,127,
16850448604,1550,128,
16850448604,1554,126,
16850448604,1560,125,
16850448604,1562,125,
16850448604,1570,128,
16850448604,1575,128,
16850448604,1577,127,
16850448604,1586,128,
16850448604,1587,129,
16850448604,1595,141,
16850448604,1599,144,
16850448604,1606,138,
16850448604,1610,134,
16850448604,1615,136,
16850448604,1621,133,
16850448604,1623,133,
16850448604,1627,134,
16850448604,1636,141,
16850448604,1641,138,
16850448604,1644,138,
16850448604,1647,136,
16850448604,1656,139,
16850448604,1661,141,
16850448604,1663,140,
16850448604,1667,138,
16850448604,1672,139,
16850448604,1681,140,
16850448604,1682,141,
16850448604,1691,141,
16850448604,1693,139,
16850448604,1697,138,
16850448604,1704,135,
16850448604,1710,136,
16850448604,1713,135,
16850448604,1721,132,
16850448604,1723,133,
16850448604,1731,134,
16850448604,1735,134,
16850448604,1737,134,
16850448604,1742,133,
16850448604,1747,133,
16850448604,1753,134,
16850448604,1760,131,
16850448604,1763,130,
16850448604,1771,127,
16850448604,1774,129,
16850448604,1781,131,
16850448604,1783,131,
16850448604,1791,129,
16850448604,1792,129,
16850448604,1801,124,
16850448604,1806,122,
16850448604,1808,122,
16850448604,1814,124,
16850448604,1820,124,
14948137693,0,77,
14948137693,4,77,
14948137693,5,76,
14948137693,14,81,
14948137693,19,84,
14948137693,20,85,
14948137693,29,84,
14948137693,34,81,
14948137693,39,79,
14948137693,40,79,
14948137693,45,85,
14948137693,54,90,
14948137693,57,88,
14948137693,61,85,
14948137693,69,90,
14948137693,72,92,
14948137693,75,93,
14948137693,84,101,
14948137693,88,103,
14948137693,94,105,
14948137693,97,105,
14948137693,100,105,
14948137693,109,110,
14948137693,112,112,
14948137693,115,112,
14948137693,122,112,
14948137693,127,115,
14948137693,131,115,
14948137693,135,115,
14948137693,144,120,
14948137693,149,122,
14948137693,151,122,
14948137693,155,122,
14948137693,164,125,
14948137693,167,129,
14948137693,174,132,
14948137693,175,132,
14948137693,180,132,
14948137693,189,132,
14948137693,191,132,
14948137693,195,131,
14948137693,200,130,
14948137693,205,128,
14948137693,211,133,
14948137693,216,135,
14948137693,234,142,
14948137693,238,137,
14948137693,240,138,
14948137693,245,139,
14948137693,254,143,
14948137693,255,143,
14948137693,264,149,
14948137693,266,151,
14948137693,272,151,
14948137693,279,151,
14948137693,284,148,
14948137693,285,148,
14948137693,290,150,
14948137693,299,148,
14948137693,304,147,
14948137693,306,146,
14948137693,310,143,
14948137693,319,137,
14948137693,323,131,
14948137693,328,127,
14948137693,333,124,
14948137693,345,122,
14948137693,354,138,
14948137693,356,140,
14948137693,360,142,
14948137693,379,154,
14948137693,383,159,
14948137693,389,160,
14948137693,391,161,
14948137693,406,163,
14948137693,414,164,
14948137693,418,162,
14948137693,421,160,
14948137693,425,157,
14948137693,430,155,
14948137693,439,145,
14948137693,444,141,
14948137693,445,140,
14948137693,461,141,
14948137693,465,145,
14948137693,473,149,
14948137693,479,147,
14948137693,480,147,
14948137693,485,149,
14948137693,493,149,
14948137693,498,154,
14948137693,514,166,
14948137693,526,170,
14948137693,530,170,
14948137693,537,172,
14948137693,544,166,
14948137693,545,165,
14948137693,554,155,
14948137693,557,153,
14948137693,564,151,
14948137693,565,151,
14948137693,574,144,
14948137693,577,143,
14948137693,583,139,
14948137693,585,137,
14948137693,593,141,
14948137693,598,148,
14948137693,601,150,
14948137693,609,149,
14948137693,613,149,
14948137693,619,152,
14948137693,620,152,
14948137693,626,157,
14948137693,636,161,
14948137693,658,163,
14948137693,663,165,
14948137693,665,165,
14948137693,674,168,
14948137693,679,169,
14948137693,681,169,
14948137693,698,172,
14948137693,704,171,
14948137693,705,171,
14948137693,710,165,
14948137693,716,159,
14948137693,724,151,
14948137693,728,148,
14948137693,731,145,
14948137693,737,140,
14948137693,743,138,
14948137693,749,134,
14948137693,750,133,
14948137693,759,133,
14948137693,760,134,
14948137693,773,138,
14948137693,775,139,
14948137693,784,139,
14948137693,785,139,
14948137693,794,132,
14948137693,795,132,
14948137693,804,127,
14948137693,805,127,
14948137693,812,122,
14948137693,815,120,
14948137693,824,115,
14948137693,826,115,
14948137693,834,111,
14948137693,837,110,
14948137693,840,111,
14948137693,846,113,
14948137693,850,109,
14948137693,859,106,
14948137693,860,106,
14948137693,867,106,
14948137693,871,106,
14948137693,885,112,
14948137693,894,121,
14948137693,898,126,
14948137693,901,127,
14948137693,905,129,
14948137693,920,139,
14948137693,925,140,
14948137693,933,145,
14948137693,936,145,
14948137693,941,146,
14948137693,945,147,
14948137693,954,160,
14948137693,956,158,
14948137693,960,154,
14948137693,967,147,
14948137693,972,144,
14948137693,978,146,
14948137693,982,145,
14948137693,989,144,
14948137693,994,144,
14948137693,997,144,
14948137693,1000,144,
14948137693,1005,145,
14948137693,1012,143,
14948137693,1015,144,
14948137693,1024,145,
14948137693,1026,143,
14948137693,1033,138,
14948137693,1037,136,
14948137693,1043,133,
14948137693,1045,132,
14948137693,1047,132,
13709932366,0,77,
13709932366,3,80,
13709932366,8,85,
13709932366,27,92,
13709932366,30,92,
13709932366,33,91,
13709932366,38,89,
13709932366,46,90,
13709932366,48,89,
13709932366,54,90,
13709932366,62,91,
13709932366,67,90,
13709932366,68,90,
13709932366,73,92,
13709932366,82,99,
13709932366,86,99,
13709932366,92,100,
13709932366,96,100,
13709932366,98,99,
13709932366,106,97,
13709932366,110,96,
13709932366,117,97,
13709932366,118,98,
13709932366,127,102,
13709932366,132,109,
13709932366,133,109,
13709932366,142,111,
13709932366,147,113,
13709932366,151,111,
13709932366,157,114,
13709932366,162,112,
13709932366,163,113,
13709932366,168,115,
13709932366,177,121,
13709932366,180,121,
13709932366,183,122,
13709932366,191,126,
13709932366,193,125,
13709932366,199,116,
13709932366,203,117,
13709932366,211,124,
13709932366,216,124,
13709932366,218,124,
13709932366,223,125,
13709932366,230,130,
13709932366,233,131,
13709932366,241,132,
13709932366,243,132,
13709932366,248,133,
13709932366,254,137,
13709932366,261,141,
13709932366,264,140,
13709932366,270,140,
13709932366,273,141,
13709932366,281,147,
13709932366,287,150,
13709932366,290,150,
13709932366,293,152,
13709932366,301,156,
13709932366,303,158,
13709932366,312,153,
13709932366,315,152,
13709932366,320,149,
13709932366,327,152,
13709932366,328,151,
13709932366,337,142,
13709932366,342,140,
13709932366,345,140,
13709932366,352,138,
13709932366,357,139,
13709932366,359,139,
13709932366,363,142,
13709932366,371,154,
13709932366,373,157,
13709932366,382,169,
13709932366,387,172,
13709932366,389,173,
13709932366,394,172,
13709932366,402,164,
13709932366,406,161,
13709932366,410,161,
13709932366,413,160,
13709932366,420,156,
13709932366,424,155,
13709932366,428,152,
13709932366,434,152,
13709932366,440,151,
13709932366,443,151,
13709932366,449,150,
13709932366,455,158,
13709932366,461,163,
13709932366,466,168,
13709932366,470,171,
13709932366,473,174,
13709932366,478,176,
13709932366,485,171,
13709932366,492,166,
13709932366,494,166,
13709932366,499,164,
13709932366,506,161,
13709932366,511,158,
13709932366,513,158,
13709932366,522,152,
13709932366,526,151,
13709932366,530,151,
13709932366,534,149,
13709932366,540,150,
13709932366,545,156,
13709932366,548,159,
13709932366,554,166,
13709932366,558,168,
13709932366,567,174,
13709932366,572,171,
13709932366,575,170,
13709932366,581,168,
13709932366,585,168,
13709932366,588,167,
13709932366,594,164,
13709932366,599,164,
13709932366,606,163,
13709932366,609,161,
13709932366,617,159,
13709932366,622,158,
13709932366,623,158,
13709932366,630,159,
13709932366,634,162,
13709932366,642,167,
13709932366,643,167,
13709932366,648,171,
13709932366,655,177,
13709932366,662,180,
13709932366,667,177,
13709932366,668,177,
13709932366,674,173,
13709932366,679,170,
13709932366,686,167,
13709932366,692,165,
13709932366,696,164,
13709932366,700,162,
13709932366,703,161,
13709932366,710,157,
13709932366,716,154,
13709932366,722,154,
13709932366,727,152,
13709932366,729,152,
13709932366,737,150,
13709932366,742,149,
13709932366,743,148,
13709932366,751,145,
13709932366,757,149,
13709932366,761,148,
13709932366,765,148,
13709932366,772,144,
13709932366,775,143,
13709932366,778,143,
13709932366,783,140,
13709932366,792,134,
13709932366,793,134,
13709932366,798,133,
13709932366,803,131,
13709932366,808,131,
13709932366,815,139,
13709932366,822,135,
13709932366,826,134,
13709932366,830,131,
13709932366,836,131,
13709932366,838,131,
13709932366,843,133,
13709932366,850,143,
13709932366,856,150,
13709932366,860,154,
13709932366,864,159,
13709932366,872,166,
13709932366,875,168,
13709932366,878,170,
13709932366,885,171,
13709932366,889,172,
13709932366,895,175,
13709932366,898,176,
13709932366,905,170,
13709932366,911,165,
13709932366,917,162,
13709932366,921,161,
13709932366,925,159,
13709932366,928,159,
13709932366,933,157,
13709932366,942,153,
13709932366,946,151,
13709932366,952,150,
13709932366,957,147,
13709932366,960,147,
13709932366,963,149,
13709932366,971,157,
13709932366,973,158,
13709932366,978,164,
13709932366,987,173,
13709932366,989,175,
13709932366,993,178,
13709932366,1000,181,
13709932366,1006,183,
13709932366,1012,184,
13709932366,1014,184,
13709932366,1021,184,
13709932366,1023,184,
13709932366,1029,179,
13709932366,1033,175,
13709932366,1040,171,
13709932366,1046,169,
13709932366,1051,168,
13709932366,1053,166,
13709932366,1061,163,
13709932366,1066,160,
13709932366,1071,159,
13709932366,1074,158,
13709932366,1082,155,
13709932366,1084,156,
13709932366,1090,158,
13709932366,1093,160,
13709932366,1099,166,
13709932366,1106,172,
13709932366,1108,172,
13709932366,1117,177,
13709932366,1119,177,
13709932366,1125,181,
13709932366,1132,183,
13709932366,1135,183,
13709932366,1142,185,
13709932366,1143,184,
13709932366,1152,178,
13709932366,1157,176,
13709932366,1160,173,
13709932366,1166,171,
13709932366,1168,170,
13709932366,1177,166,
13709932366,1181,164,
13709932366,1184,163,
13709932366,1190,158,
13709932366,1196,157,
13709932366,1199,157,
13709932366,1203,159,
13709932366,1212,167,
13709932366,1217,169,
13709932366,1218,169,
13709932366,1226,172,
13709932366,1228,173,
13709932366,1235,176,
13709932366,1239,178,
13709932366,1244,181,
13709932366,1251,185,
13709932366,1255,185,
13709932366,1261,188,
13709932366,1265,188,
13709932366,1270,187,
13709932366,1277,180,
13709932366,1281,177,
13709932366,1287,174,
13709932366,1288,175,
13709932366,1295,172,
13709932366,1302,170,
13709932366,1307,168,
13709932366,1308,167,
13709932366,1316,163,
13709932366,1318,162,
13709932366,1327,160,
13709932366,1330,158,
13709932366,1337,154,
13709932366,1342,153,
13709932366,1346,151,
13709932366,1348,150,
13709932366,1354,146,
13709932366,1359,147,
13709932366,1365,148,
13709932366,1368,148,
13709932366,1377,144,
13709932366,1382,142,
13709932366,1383,141,
13709932366,1390,139,
13709932366,1396,141,
13709932366,1400,141,
13709932366,1404,139,
13709932366,1408,137,
13709932366,1413,137,
13709932366,1422,133,
13709932366,1425,133,
13709932366,1430,134,
13709932366,1434,136,
13709932366,1442,141,
13709932366,1444,142,
13709932366,1451,149,
13709932366,1453,152,
13709932366,1462,163,
13709932366,1465,166,
13709932366,1471,168,
13709932366,1474,169,
13709932366,1482,174,
13709932366,1483,175,
13709932366,1488,177,
13709932366,1495,178,
13709932366,1498,180,
13709932366,1507,181,
13709932366,1508,182,
13709932366,1517,184,
13709932366,1521,185,
13709932366,1526,185,
13709932366,1530,185,
13709932366,1535,186,
13709932366,1542,186,
13709932366,1546,186,
13709932366,1549,184,
13709932366,1556,181,
13709932366,1559,178,
13709932366,1563,176,
13709932366,1572,172,
13709932366,1576,171,
13709932366,1581,169,
13709932366,1583,167,
13709932366,1588,165,
13709932366,1595,162,
13709932366,1598,160,
13709932366,1607,153,
13709932366,1611,153,
13709932366,1616,153,
13709932366,1621,152,
13709932366,1624,153,
13709932366,1629,153,
13709932366,1636,158,
13709932366,1638,160,
13709932366,1645,164,
13709932366,1651,167,
13709932366,1654,168,
13709932366,1660,170,
13709932366,1667,173,
13709932366,1671,174,
13709932366,1674,176,
13709932366,1679,177,
13709932366,1683,178,
13709932366,1690,180,
13709932366,1695,181,
13709932366,1701,182,
13709932366,1705,183,
13709932366,1709,183,
13709932366,1714,182,
13709932366,1722,183,
13709932366,1727,183,
13709932366,1729,183,
13709932366,1735,183,
13709932366,1740,183,
13709932366,1746,181,
13709932366,1749,179,
13709932366,1756,176,
13709932366,1758,175,
13709932366,1765,169,
13709932366,1771,168,
13709932366,1774,167,
13709932366,1782,162,
13709932366,1787,160,
13709932366,1788,159,
13709932366,1795,157,
13709932366,1798,156,
13709932366,1805,151,
13709932366,1811,151,
13709932366,1814,153,
13709932366,1820,158,
13709932366,1827,165,
13709932366,1830,167,
13709932366,1833,168,
13709932366,1840,171,
13709932366,1846,173,
13709932366,1850,174,
13709932366,1853,174,
13709932366,1862,178,
13709932366,1864,179,
13709932366,1872,180,
13709932366,1876,181,
13709932366,1882,182,
13709932366,1883,182,
13709932366,1890,182,
13709932366,1895,182,
13709932366,1902,180,
13709932366,1906,178,
13709932366,1908,177,
13709932366,1915,173,
13709932366,1921,169,
13709932366,1924,169,
13709932366,1928,166,
13709932366,1936,160,
13709932366,1939,159,
13709932366,1945,157,
13709932366,1952,153,
13709932366,1953,153,
13709932366,1962,150,
13709932366,1964,150,
13709932366,1968,147,
13709932366,1976,141,
13709932366,1978,141,
13709932366,1983,144,
13709932366,1992,152,
13709932366,1995,154,
13709932366,1999,154,
13709932366,2003,157,
13709932366,2011,163,
13709932366,2016,166,
13709932366,2020,168,
13709932366,2027,173,
13709932366,2030,174,
13709932366,2037,176,
13709932366,2041,177,
13709932366,2047,178,
13709932366,2050,179,
13709932366,2054,181,
13709932366,2061,183,
13709932366,2065,183,
13709932366,2072,186,
13709932366,2077,187,
13709932366,2080,187,
13709932366,2086,187,
13709932366,2088,188,
13709932366,2097,188,
13709932366,2101,189,
13709932366,2106,189,
13709932366,2108,189,
13709932366,2117,182,
13709932366,2120,179,
13709932366,2126,176,
13709932366,2131,174,
13709932366,2133,173,
13709932366,2138,170,
13709932366,2143,166,
13709932366,2152,160,
13709932366,2154,158,
13709932366,2162,152,
13709932366,2167,151,
13709932366,2168,150,
13709932366,2175,146,
13709932366,2179,146,
13709932366,2184,148,
13709932366,2191,143,
13709932366,2197,141,
13709932366,2201,140,
13709932366,2203,139,
13709932366,2208,137,
13709932366,2213,136,
13709932366,2221,137,
13709932366,2227,136,
13709932366,2231,133,
13709932366,2233,134,
13709932366,2240,137,
13709932366,2243,139,
13709932366,2250,139,
13709932366,2255,139,
13709932366,2259,140,
13709932366,2266,141,
13709932366,2271,140,
13709932366,2277,140,
13709932366,2282,140,
13709932366,2283,140,
13709932366,2292,142,
13709932366,2293,142,
13709932366,2302,143,
13709932366,2305,143,
13709932366,2308,142,
13709932366,2313,141,
13709932366,2320,139,
13709932366,2324,139,
13709932366,2332,137,
13709932366,2334,137,
13709932366,2341,137,
13709932366,2344,138,
13709932366,2351,141,
13709932366,2356,141,
13709932366,2361,139,
13709932366,2366,140,
13709932366,2371,141,
13709932366,2377,138,
13709932366,2382,138,
13709932366,2385,140,
13709932366,2390,139,
13709932366,2394,139,
13709932366,2400,137,
13709932366,2403,139,
13709932366,2412,140,
13709932366,2413,140,
13709932366,2421,142,
13709932366,2423,141,
13709932366,2428,138,
13709932366,2437,132,
13709932366,2438,132,
13709932366,2446,126,
13709932366,2452,124,
13709932366,2457,122,
13709932366,2462,122,
13709932366,2463,122,
13709932366,2468,119,
13709932366,2477,119,
13709932366,2481,120,
13709932366,2485,122,
13709932366,2491,122,
13709932366,2493,122,
13709932366,2499,120,
13709932366,2506,120,
13709932366,2512,119,
13709932366,2513,119,
13709932366,2521,116,
13709932366,2527,118,
13709932366,2531,117,
13709932366,2537,115,
13709932366,2542,114,
13709932366,2545,115,
13709932366,2548,115,
13709932366,2555,116,
13709932366,2560,116,
13709932366,2566,116,
13709932366,2572,115,
13709932366,2573,115,
13709932366,2579,115,
13709932366,2587,114,
13709932366,2592,113,
13709932366,2594,113,
13709932366,2600,113,
13709932366,2603,114,
13709932366,2609,115,
13709932366,2613,117,
13709932366,2622,116,
13709932366,2626,114,
13709932366,2631,113,
13709932366,2637,111,
13709932366,2638,111,
13709932366,2647,113,
13709932366,2650,113,
13709932366,2653,114,
13709932366,2661,119,
13709932366,2666,117,
13709932366,2672,114,
13709932366,2675,114,
13709932366,2678,115,
13709932366,2686,115,
13709932366,2689,113,
13709932366,2697,112,
13709932366,2698,112,
13709932366,2703,113,
13709932366,2708,114,
13709932366,2717,118,
13709932366,2719,118,
13709932366,2726,125,
13709932366,2729,126,
13709932366,2734,125,
13709932366,2742,124,
13709932366,2746,122,
13709932366,2750,121,
13709932366,2754,119,
13709932366,2762,113,
13709932366,2763,113,
13709932366,2768,117,
13709932366,2776,120,
13709932366,2777,120,
13652074435,0,56,
13652074435,1,56,
13652074435,2,56,
13652074435,7,63,
13652074435,12,68,
13652074435,17,75,
13652074435,24,81,
13652074435,46,91,
13652074435,51,82,
13652074435,53,82,
13652074435,58,85,
13652074435,62,87,
13652074435,67,89,
13652074435,72,92,
13652074435,96,93,
13652074435,101,93,
13652074435,104,95,
13652074435,114,95,
13652074435,119,93,
13652074435,126,96,
13652074435,131,96,
13652074435,136,97,
13652074435,138,97,
13652074435,146,89,
13652074435,150,92,
13652074435,156,97,
13652074435,160,100,
13652074435,165,102,
13652074435,171,105,
13652074435,172,104,
13652074435,177,100,
13652074435,186,111,
13652074435,188,111,
13652074435,195,110,
13652074435,197,110,
13652074435,202,112,
13652074435,209,112,
13652074435,212,111,
13652074435,221,116,
13652074435,226,119,
13652074435,230,118,
13652074435,236,115,
13652074435,237,114,
13652074435,246,108,
13652074435,251,109,
13652074435,255,109,
13652074435,258,110,
13652074435,264,113,
13652074435,267,112,
13652074435,272,110,
13652074435,280,105,
13652074435,282,104,
13652074435,291,107,
13652074435,292,108,
13652074435,297,109,
13652074435,303,104,
13652074435,307,104,
13652074435,312,104,
13652074435,320,107,
13652074435,324,109,
13652074435,328,109,
13652074435,332,107,
13652074435,338,100,
13652074435,345,107,
13652074435,349,110,
13652074435,355,107,
13652074435,360,102,
13652074435,362,103,
13652074435,368,110,
13652074435,372,113,
13652074435,381,106,
13652074435,384,103,
13652074435,387,105,
13652074435,394,112,
13652074435,397,113,
13652074435,406,113,
13652074435,407,112,
13652074435,413,109,
13652074435,417,110,
13652074435,426,119,
13652074435,429,121,
13652074435,436,118,
13652074435,437,118,
13652074435,445,113,
13652074435,447,113,
13652074435,456,115,
13652074435,458,114,
13652074435,466,118,
13652074435,469,118,
13652074435,476,121,
13652074435,480,121,
13652074435,486,119,
13652074435,487,119,
13652074435,493,122,
13652074435,499,124,
13652074435,506,129,
13652074435,508,128,
13652074435,512,127,
13652074435,518,129,
13652074435,525,131,
13652074435,531,135,
13652074435,532,136,
13652074435,541,142,
13652074435,544,143,
13652074435,551,143,
13652074435,556,141,
13652074435,561,140,
13652074435,564,140,
13652074435,568,141,
13652074435,573,143,
13652074435,581,147,
13652074435,584,148,
13652074435,590,148,
13652074435,596,151,
13652074435,600,154,
13652074435,606,156,
13652074435,610,157,
13652074435,614,156,
13652074435,619,155,
13652074435,623,154,
13652074435,631,157,
13652074435,636,157,
13652074435,639,157,
13652074435,644,157,
13652074435,649,159,
13652074435,654,161,
13652074435,657,161,
13652074435,666,164,
13652074435,671,166,
13652074435,675,166,
13652074435,680,168,
13652074435,686,168,
13652074435,687,168,
13652074435,695,168,
13652074435,701,169,
13652074435,706,169,
13652074435,707,169,
13652074435,716,170,
13652074435,719,170,
13652074435,725,172,
13652074435,730,172,
13652074435,733,173,
13652074435,740,174,
13652074435,742,174,
13652074435,751,175,
13652074435,755,176,
13652074435,757,177,
13652074435,765,178,
13652074435,768,178,
13652074435,773,178,
13652074435,779,175,
13652074435,782,174,
13652074435,791,169,
13652074435,794,169,
13652074435,801,162,
13652074435,806,162,
13652074435,811,160,
13652074435,812,159,
13652074435,817,154,
13652074435,823,146,
13652074435,831,144,
13652074435,833,143,
13652074435,840,138,
13652074435,843,139,
13652074435,851,141,
13652074435,855,141,
13652074435,861,138,
13652074435,862,138,
13652074435,871,132,
13652074435,876,133,
13652074435,877,133,
13652074435,883,133,
13652074435,891,132,
13652074435,892,131,
13652074435,898,129,
13652074435,906,132,
13652074435,907,132,
13652074435,913,131,
13652074435,917,132,
13652074435,925,136,
13652074435,929,136,
13652074435,932,137,
13652074435,940,144,
13652074435,942,145,
13652074435,947,148,
13652074435,956,151,
13652074435,957,150,
13652074435,965,150,
13652074435,970,153,
13652074435,973,154,
13652074435,977,156,
13652074435,986,155,
13652074435,988,154,
13652074435,993,156,
13652074435,997,159,
13652074435,1005,166,
13652074435,1009,168,
13652074435,1013,168,
13652074435,1017,170,
13652074435,1026,174,
13652074435,1028,174,
13652074435,1033,175,
13652074435,1041,176,
13652074435,1042,177,
13652074435,1048,178,
13652074435,1053,178,
13652074435,1058,179,
13652074435,1063,180,
13652074435,1069,181,
13652074435,1072,181,
13652074435,1078,181,
13652074435,1083,179,
13652074435,1089,176,
13652074435,1095,174,
13652074435,1098,173,
13652074435,1102,171,
13652074435,1110,166,
13652074435,1113,164,
13652074435,1119,162,
13652074435,1122,161,
13652074435,1129,155,
13652074435,1132,153,
13652074435,1138,147,
13652074435,1142,145,
13652074435,1148,140,
13652074435,1154,138,
13652074435,1158,137,
13652074435,1165,137,
13652074435,1168,137,
13652074435,1176,133,
13652074435,1180,133,
13652074435,1183,134,
13652074435,1187,135,
13652074435,1196,136,
13652074435,1198,134,
13652074435,1203,133,
13652074435,1207,134,
13652074435,1212,139,
13652074435,1218,139,
13652074435,1226,143,
13652074435,1229,144,
13652074435,1232,145,
13652074435,1241,145,
13652074435,1242,145,
13652074435,1249,146,
13652074435,1252,146,
13652074435,1259,146,
13652074435,1266,144,
13652074435,1271,143,
13652074435,1272,144,
13652074435,1281,148,
13652074435,1283,148,
13652074435,1288,147,
13652074435,1296,146,
13652074435,1297,146,
13652074435,1306,141,
13652074435,1311,140,
13652074435,1314,139,
13652074435,1318,139,
13652074435,1323,142,
13652074435,1331,149,
13652074435,1335,154,
13652074435,1337,155,
13652074435,1345,161,
13652074435,1348,163,
13652074435,1353,164,
13652074435,1358,167,
13652074435,1363,168,
13652074435,1371,172,
13652074435,1376,174,
13652074435,1381,175,
13652074435,1386,176,
13652074435,1387,177,
13652074435,1392,177,
13652074435,1400,179,
13652074435,1406,179,
13652074435,1410,179,
13652074435,1413,179,
13652074435,1419,180,
13652074435,1423,180,
13652074435,1428,180,
13652074435,1436,180,
13652074435,1437,180,
13652074435,1442,180,
13652074435,1447,181,
13652074435,1456,181,
13652074435,1460,181,
13652074435,1463,181,
